Kenteken,Voertuigsoort,Merk,Handelsbenaming,Bruto BPM,Cilinderinhoud,Massa ledig voertuig,Toegestane maximum massa voertuig,Catalogusprijs,WAM verzekerd
76PPBK,Personenauto,OPEL,ZAFIRA-A,6683,2198,1365,2010,,Ja
KG026G,Personenauto,RENAULT,CAPTUR,4248,898,1080,1653,23285,Ja
02HVRB,Personenauto,RENAULT,MEGANE SCENIC,4244,1390,1210,1795,,Ja
XPDF31,Personenauto,OPEL,ASTRA-G-CC,3341,1598,1075,1645,,Ja
TR350K,Personenauto,PEUGEOT,208,4023,1199,1065,1630,22909,Ja
XH552G,Personenauto,CITROEN,C4 CACTUS,3189,1199,1040,1575,22674,Ja
01HLV1,Personenauto,PEUGEOT,206,2328,1360,925,1450,11895,Ja
44XXTX,Personenauto,OPEL,ZAFIRA,5967,1598,1405,2090,25790,Ja
TFZN57,Personenauto,MERCEDES-BENZ,300 SL,,2962,1484,1930,,Nee
9TRB85,Personenauto,AUDI,A4 AVANT,8117,1968,1510,2105,42310,Ja
PS205X,Personenauto,MINI,MINI COOPER,4556,1598,1050,1505,,Ja
9SGR31,Personenauto,HYUNDAI,IX20,5500,1591,1155,1710,25580,Ja
NJ195Z,Personenauto,RENAULT,CAPTUR,2814,1197,1159,1723,25580,Ja
93TRV2,Personenauto,RENAULT,TWINGO,,1149,839,1360,8685,Ja
ZT765S,Personenauto,VOLVO,XC90,9133,1969,1938,2750,92270,Ja
KB457B,Personenauto,TOYOTA,TOYOTA AURIS,420,1798,1310,1865,29840,Ja
83LND8,Personenauto,PEUGEOT,206+,2626,1360,916,1421,13720,Ja
RX052X,Personenauto,VOLKSWAGEN,POLO,921,1390,970,1550,19782,Ja
XF722P,Personenauto,PEUGEOT,308,4684,1499,1270,1900,29369,Ja
83ZBT3,Personenauto,PEUGEOT,PEUGEOT 107,,998,780,1190,10330,Ja
11GXS4,Personenauto,CHEVROLET,AVEO,3175,1399,1050,1548,16220,Ja
TL963V,Personenauto,ROVER,MINI 1000 CITY E,,998,590,,,Ja
45XDL9,Personenauto,RENAULT,MEGANE,,1461,1283,1864,27655,Ja
JS487T,Personenauto,MERCEDES-BENZ,B 250,4801,1991,1375,2000,47843,Ja
5XTB32,Personenauto,SUZUKI,SX4,3906,1586,1100,1730,25184,Ja
PF912F,Personenauto,VOLKSWAGEN,CADDY,903,1197,1338,2180,29610,Ja
09LZG9,Personenauto,SUZUKI,ALTO,,996,830,1250,8798,Ja
H165PF,Personenauto,PEUGEOT,5008,4955,1199,1405,2170,42539,Ja
7KFF79,Personenauto,SKODA,RAPID,2375,1197,1055,1615,16479,Ja
96NXR6,Personenauto,FIAT,FIAT PUNTO,,1248,1120,1705,17141,Ja
65XGSB,Personenauto,VOLKSWAGEN,GOLF,6173,1598,1159,1810,,Ja
KT748V,Personenauto,CITROEN,C1,1270,998,830,1240,12335,Ja
55SFV5,Personenauto,BMW,330I,15897,2979,1529,2000,,Ja
J161GX,Personenauto,LAND ROVER,DEFENDER,45994,2996,2331,3165,149574,Ja
2SVJ75,Personenauto,SEAT,MII,,999,840,1290,12933,Ja
XK825H,Personenauto,VOLKSWAGEN,GOLF,472,1197,1133,1790,25113,Ja
65GLKK,Personenauto,RENAULT,MEGANE SCENIC,7657,1870,1265,1840,,Nee
KD109J,Personenauto,HYUNDAI,I10,1960,998,908,1310,12995,Ja
18LDV4,Personenauto,SUZUKI,SPLASH,2586,1242,1015,1485,14688,Ja
JGRP37,Personenauto,DAIHATSU,FEROZA RESIN-TOP EL-INJ.,3442,,1220,,,Nee
H407HK,Personenauto,KIA,PICANTO,356,998,920,1405,18744,Ja
87GJL6,Personenauto,VOLKSWAGEN,GOLF,8542,1984,1303,1900,34380,Ja
72NRRJ,Personenauto,PEUGEOT,307,4157,1360,1145,1639,,Ja
29ZJB5,Personenauto,TOYOTA,TOYOTA VERSO,8131,1798,1420,2125,32326,Ja
99GLV5,Personenauto,MERCEDES-BENZ,C 180 KOMPRESSOR,14193,1796,1450,2080,57054,Ja
49TGV8,Personenauto,CITROEN,CITROEN C1,,998,805,1190,10725,Ja
XH931V,Personenauto,MERCEDES-BENZ,A 180,5413,1332,1265,1880,39311,Ja
NB463L,Personenauto,HYUNDAI,I10,1960,998,908,1310,13550,Ja
70JTXK,Personenauto,VOLKSWAGEN,POLO,4044,1390,1028,1600,,Ja
41GBJ3,Personenauto,FORD,GALAXY,7875,1999,1597,2415,,Ja
60ZNPJ,Personenauto,VOLKSWAGEN,POLO,3579,1390,988,1580,16580,Ja
SK932L,Personenauto,OPEL,KARL / VIVA,1825,999,839,1353,12398,Ja
6SKJ63,Personenauto,VOLKSWAGEN,UP,,999,840,1290,11020,Ja
TG812L,Personenauto,RENAULT,TWINGO,1888,999,840,1360,12395,Ja
50ZFXD,Personenauto,FIAT,FIAT PUNTO,2734,1242,990,1575,,Ja
15GJN1,Personenauto,FORD,FOCUS,4315,1596,1177,1820,,Ja
4TGL35,Personenauto,VOLKSWAGEN,UP,1785,999,832,1290,16309,Ja
NB211D,Personenauto,MINI,COOPER S,5556,1598,1285,1820,46282,Ja
5KVN47,Personenauto,PEUGEOT,2008,2375,1199,1020,1582,22140,Ja
J162BK,Personenauto,MERCEDES-BENZ,A 180 D,6236,1461,1345,1935,35018,Nee
8KRD90,Personenauto,RENAULT,TWINGO,1125,1149,839,1360,11185,Ja
PRDT77,Personenauto,BMW,5ER REIHE,11712,,1395,1955,,Ja
84LRLG,Personenauto,SUZUKI,IGNIS,2638,1328,890,1430,,Ja
92XLDZ,Personenauto,SMART,FORTWO COUPE,2643,1000,725,1020,14973,Ja
16KPZ4,Personenauto,SUZUKI,SPLASH,2828,1242,1015,1485,15979,Ja
HH002S,Personenauto,TOYOTA,TOYOTA AURIS,667,1798,1310,1865,31740,Ja
21ZGZ2,Personenauto,MERCEDES-BENZ,A 180 CDI,5800,1461,1295,1960,38092,Ja
97DFGR,Personenauto,PEUGEOT,406,5023,1761,1285,1960,,Ja
JJ225X,Personenauto,SUZUKI,CELERIO,2029,998,785,1260,13598,Ja
47ZBDZ,Personenauto,HYUNDAI,TUCSON,5163,1975,1437,2050,,Ja
JG159D,Personenauto,PEUGEOT,208,2374,1199,950,1546,18145,Ja
XXBL94,Personenauto,VOLKSWAGEN,BORA,5100,1595,1137,1720,,Ja
H578ZX,Personenauto,PEUGEOT,208,2633,1199,1065,1595,20330,Ja
XD889X,Personenauto,RENAULT,ZOE,,,1448,1923,32563,Ja
TJ552K,Personenauto,TOYOTA,TOYOTA AURIS,1825,1798,1285,1815,27860,Ja
94RJLK,Personenauto,BMW,5ER REIHE,22977,2996,1565,2190,87526,Ja
GN904Z,Personenauto,NISSAN,NISSAN PIXO,,996,830,1250,9697,Ja
ZT924K,Personenauto,VOLKSWAGEN,T-CROSS,4038,999,1170,1750,29473,Ja
40LBD7,Personenauto,CITROEN,CITROEN C1,,998,775,1180,9110,Ja
79LHBK,Personenauto,MERCEDES-BENZ,E 320,19417,3199,1545,2170,,Ja
10TZF1,Personenauto,FORD,FIESTA,2166,1242,954,1495,16139,Ja
76HRF7,Personenauto,RENAULT,MEGANE,4000,1598,1180,1722,,Ja
G572PZ,Personenauto,VOLKSWAGEN,TIGUAN,7051,1498,1440,2130,49605,Ja
GD638K,Personenauto,OPEL,ASTRA,652,1598,1343,1940,32130,Ja
J429XH,Personenauto,RENAULT,ZOE,,,1477,1988,37544,Ja
81ZTN9,Personenauto,PEUGEOT,308,9621,1598,1490,1940,42350,Ja
XB982F,Personenauto,TESLA,MODEL S,,,2190,2694,118650,Ja
99KPG2,Personenauto,VOLKSWAGEN,POLO,5010,1598,1057,1650,24592,Ja
05TZHZ,Personenauto,OPEL,CORSA,2984,1229,1030,1575,16269,Nee
4KLL84,Personenauto,RENAULT,MEGANE SCENIC,4089,1461,1447,2200,35175,Ja
2KJX65,Personenauto,TOYOTA,TOYOTA AYGO,500,998,780,1190,10245,Ja
11NHH7,Personenauto,HONDA,JAZZ,2906,1339,971,1490,,Ja
26SRKP,Personenauto,PEUGEOT,206,8113,1560,1185,1590,30189,Ja
TN810D,Personenauto,MERCEDES-BENZ,C 200 CDI,12032,2148,1480,2080,,Ja
99XGR8,Personenauto,KIA,PICANTO,,1248,830,1370,11340,Ja
24TGX3,Personenauto,PEUGEOT,PEUGEOT 107,,998,780,1190,10920,Ja
ST331Z,Personenauto,AUDI,A1,5588,1422,1065,1540,27631,Ja
36PBTB,Personenauto,RENAULT,CLIO,3407,1598,995,1540,,Ja
1ZDT14,Personenauto,TOYOTA,TOYOTA AYGO,945,998,835,1240,13905,Ja
KK130V,Personenauto,KIA,CEE'D,5984,1591,1196,1820,25890,Ja
7ZRN20,Personenauto,VOLKSWAGEN,TOURAN,5847,1197,1360,2090,33829,Ja
53KBG6,Personenauto,SEAT,ALTEA XL,5225,1595,1334,1979,24602,Ja
30PNHT,Personenauto,BMW,1ER REIHE,8901,1995,1285,1810,,Ja
NF154D,Personenauto,VOLKSWAGEN,GOLF,4496,1395,1147,1770,34290,Ja
35NXX9,Personenauto,VOLKSWAGEN,POLO,,1199,1050,1590,19463,Ja
50LZTN,Personenauto,TOYOTA,YARIS,3017,998,890,1375,,Ja
JK967D,Personenauto,LAND ROVER,RANGE ROVER SPORT,19122,2993,2396,3150,137450,Ja
PG592F,Personenauto,OPEL,MOVANO,22069,2299,2600,3500,62839,Ja
18JXT7,Personenauto,SUZUKI,ALTO,,996,830,1250,7999,Ja
J167DP,Personenauto,OPEL,CROSSLAND X,2724,1199,1148,1790,29248,Ja
K115BK,Personenauto,FORD,FIESTA,1938,999,1064,1690,19462,Ja
86NXK8,Personenauto,OPEL,CORSA,,1248,1063,1610,18195,Ja
HP775L,Personenauto,OPEL,KARL / VIVA,1840,999,839,1353,12761,Ja
YP35YT,Personenauto,ALFA ROMEO,GIULIA SUPER 1.6 LUSSO,,,1042,,,Nee
YF05SL,Personenauto,LADA,2105-1.2 L K9,,1189,962,1460,,Nee
34KBS2,Personenauto,FORD,FUSION,4929,1596,1064,1630,21084,Ja
3XSP96,Personenauto,OPEL,CORSA,2063,1229,1028,1575,14800,Ja
NH805T,Personenauto,SKODA,FABIA,2656,1197,1009,1564,17833,Ja
L893GR,Personenauto,SKODA,ENYAQ 60,,,1865,2509,44635,Ja
ZR824T,Personenauto,VOLKSWAGEN,T-ROC,6134,1498,1250,1860,36650,Ja
SP451L,Personenauto,SKODA,FABIA,2216,999,1034,1589,19390,Ja
27PHJ8,Personenauto,PEUGEOT,5008,8255,1560,1447,2070,33600,Ja
J281ZT,Personenauto,TOYOTA,TOYOTA RAV4,388,2487,1905,2510,51972,Ja
PV169H,Personenauto,MAZDA,MAZDA6,2649,1998,1280,1980,31736,Ja
NB390G,Personenauto,MERCEDES-BENZ,V-KLASSE,17170,2143,2045,3100,101630,Ja
87SBL2,Personenauto,CITROEN,CITROEN C1,,998,805,1190,9805,Ja
60TTPD,Personenauto,CHRYSLER,300C,16111,2987,1810,2385,58532,Ja
ZD321S,Personenauto,FIAT,FIAT 500,2466,1242,840,1345,18780,Ja
03SPJD,Personenauto,MG,MGF,7459,1796,1050,1320,,Ja
72TSLG,Personenauto,SKODA,ROOMSTER,4821,1390,1130,1670,,Ja
JT921S,Personenauto,MAZDA,MAZDA CX-5,6604,1998,1290,1930,33724,Ja
45SZT1,Personenauto,FORD,KA,699,1242,840,1320,11499,Ja
XX382N,Personenauto,MERCEDES-BENZ,CLA 180,4615,1595,1295,1920,40578,Ja
SB141D,Personenauto,FORD,FIESTA,3781,1499,1091,1680,23417,Ja
81NGS1,Personenauto,SUZUKI,ALTO,,996,830,1250,10499,Ja
06NKV6,Personenauto,SKODA,YETI,5063,1390,1275,1920,25412,Ja
J693JD,Personenauto,KIA,NIRO,,,1712,2230,47765,Ja
57PPG2,Personenauto,HYUNDAI,I 10,,1248,885,1410,10360,Ja
28SZG3,Personenauto,FORD-CNG-TECHNIK,FIESTA,1540,1388,1014,1530,17991,Ja
12SLPS,Personenauto,RENAULT,MODUS,3910,1598,1145,1660,,Ja
45RLSV,Personenauto,OPEL,CORSA-C,3357,1229,935,1455,16299,Ja
60XZVH,Personenauto,OPEL,MERIVA-A,4282,1364,1230,1810,19668,Ja
29KJN7,Personenauto,DACIA,SANDERO,2399,1598,1011,1536,,Ja
SP395D,Personenauto,OPEL,CROSSLAND X,3884,1199,1134,1770,31173,Ja
92SFZ1,Personenauto,TOYOTA,TOYOTA VERSO-S,2011,1329,1060,1550,20226,Ja
JP993F,Personenauto,RENAULT,TWINGO,1230,1149,930,1370,,Ja
78JVLZ,Personenauto,PEUGEOT,206,2366,1124,885,1405,,Ja
HL131D,Personenauto,MERCEDES-BENZ,A 180,4167,1595,1295,1920,39277,Ja
RB366Z,Personenauto,SUZUKI,SX4,4831,1373,1125,1730,28558,Ja
NF175S,Personenauto,OPEL,MOKKA X,6480,1364,1294,1828,27126,Ja
16PXT2,Personenauto,RENAULT,MEGANE SCENIC,8542,1997,1405,2128,32950,Ja
34RDDS,Personenauto,PEUGEOT,PARTNER,3354,1360,1163,1780,16239,Ja
JS169N,Personenauto,HYUNDAI,I20,2029,998,1040,1600,18670,Ja
HJ319L,Personenauto,OPEL,ASTRA,2983,1398,1273,1885,20819,Ja
79ZRJZ,Personenauto,HYUNDAI,MATRIX,4990,1599,1244,1820,19709,Ja
87LFV1,Personenauto,PORSCHE,CAYENNE,15153,3598,2145,2945,,Ja
RX763R,Personenauto,TESLA,MODEL S,,,2190,2694,126150,Ja
18LTP6,Personenauto,CHEVROLET,SPARK,471,995,839,1367,10095,Ja
01NHSF,Personenauto,BMW,Z1 U9,16888,2494,1285,1460,,Ja
64XPF2,Personenauto,CITROEN,C3,,1560,1060,1625,17020,Ja
JG828X,Personenauto,HONDA,HR-V,4872,1498,1220,1790,32210,Ja
5THR76,Personenauto,BMW,528I,12510,2996,1700,2375,64409,Ja
42ZPDP,Personenauto,VOLKSWAGEN,FOX,1843,1198,969,1480,,Ja
XSTH70,Personenauto,VOLKSWAGEN,GOLF,6091,1595,1123,1720,,Ja
PTDR29,Personenauto,BMW,7ER REIHE,19735,,1715,2275,,Ja
27RRJ2,Personenauto,VOLKSWAGEN,GOLF,6307,1598,1373,1980,32509,Nee
94TGBF,Personenauto,PEUGEOT,207,3260,1360,1114,1620,15898,Ja
09GBP1,Personenauto,KIA,RIO,1669,1399,1054,1580,12444,Ja
69HNJZ,Personenauto,OPEL,CORSA-C,2773,1389,953,1525,,Ja
53NHTK,Personenauto,OPEL,CORSA-C,1976,1199,935,1430,,Ja
KX019F,Personenauto,SUZUKI,SX4,3380,998,1065,1730,26598,Ja
1SVL32,Personenauto,MITSUBISHI,MITSUBISHI OUTLANDER,,1998,1785,2310,49679,Ja
15ZPJB,Personenauto,MITSUBISHI,MITSUBISHI OUTLANDER,10855,2360,1600,2290,,Ja
8ZTH57,Personenauto,MERCEDES-BENZ,B 200 CDI,5109,2143,1405,2025,41897,Ja
STBG69,Personenauto,SUZUKI,ALTO,1433,,725,1170,,Ja
84PSTZ,Personenauto,MAZDA,MAZDA 3,4786,1598,1160,1695,,Ja
JF559Z,Personenauto,BMW,3ER REIHE,2946,1995,1465,2030,46500,Ja
ZG748J,Personenauto,MERCEDES-BENZ,SLK 200,5918,1796,1370,1785,52713,Ja
4TLX87,Personenauto,DACIA,LODGY,5166,1197,1180,1885,20725,Ja
TLTT76,Personenauto,TOYOTA,TOYOTA COROLLA,3373,,1050,1615,,Ja
RH134L,Personenauto,MAZDA,MAZDA CX-3,7296,1998,1130,1690,26545,Ja
27XGR1,Personenauto,MERCEDES-BENZ,B 180,5422,1595,1295,1960,34111,Ja
PK132N,Personenauto,HONDA,CIVIC 5DR,4418,1339,1156,1680,25559,Ja
SZ439R,Personenauto,OPEL,ASTRA SPORTS TOURER+,2772,999,1178,1850,28721,Ja
HX740N,Personenauto,TOYOTA,TOYOTA AYGO,1081,998,830,1240,13235,Ja
NB203S,Personenauto,NISSAN,NISSAN PULSAR,4124,1197,1180,1750,27656,Ja
H489ZJ,Personenauto,BMW,330I,2267,1998,1445,2060,80356,Ja
27TST5,Personenauto,OPEL,CORSA,2233,1398,1041,1625,16952,Ja
L226JJ,Personenauto,KIA,PICANTO,2486,998,878,1400,14915,Ja
4XRH15,Personenauto,RENAULT,CAPTUR,3906,1197,1155,1726,24075,Ja
31NXZP,Personenauto,FIAT,FIAT STILO,4047,1596,1170,1705,,Ja
02PKX9,Personenauto,VOLKSWAGEN,PASSAT CC,6872,1798,1413,2060,34063,Ja
4ZPD74,Personenauto,VOLKSWAGEN,POLO,848,1198,967,1550,17161,Ja
J114DN,Personenauto,PEUGEOT,108,1596,998,815,1240,13471,Ja
83PGV6,Personenauto,OPEL,MERIVA,4229,1364,1293,1935,23328,Ja
JV001P,Personenauto,RENAULT,CLIO,2374,898,1064,1629,18590,Ja
J502TF,Personenauto,VOLKSWAGEN,GOLF PLUS,1059,1390,1316,1970,29879,Ja
68FRLF,Personenauto,OPEL,ASTRA-G-CC,3215,1598,1063,1625,,Ja
LT21HT,Personenauto,VOLVO,340 DL,,1397,945,1405,,Ja
9KFX54,Personenauto,OPEL,MERIVA,4625,1398,1261,1905,19735,Ja
TS020H,Personenauto,FORD,KA,557,1242,840,1320,10499,Ja
76XPLB,Personenauto,SUZUKI,SX4,4046,1586,1140,1650,14063,Ja
56KRG7,Personenauto,TOYOTA,TOYOTA VERSO,5186,1598,1395,2125,26219,Ja
SX763S,Personenauto,RENAULT,CLIO,407,1461,1050,1651,19564,Ja
PL315H,Personenauto,KIA,SORENTO,25764,2199,1853,2620,69990,Ja
35ZKP8,Personenauto,CITROEN,CITROEN C1,,998,805,1190,10411,Ja
36LKH8,Personenauto,PEUGEOT,308,7415,1598,1490,1940,36800,Ja
5ZVD71,Personenauto,VOLVO,V60,13306,1984,1535,2200,56225,Ja
08NSX2,Personenauto,OPEL,ASTRA,5140,1598,1238,1860,28095,Ja
89XLNL,Personenauto,VOLKSWAGEN,CALIFORNIA,9640,2461,2388,3000,,Ja
76RHH5,Personenauto,TOYOTA,TOYOTA AYGO,,998,795,1180,11315,Ja
JF210Z,Personenauto,HYUNDAI,TUCSON,7596,1591,1354,1895,30810,Ja
68GBH6,Personenauto,RENAULT,TWINGO,924,1149,900,1345,,Ja
4XKX67,Personenauto,KIA,PICANTO,735,998,820,1340,12485,Ja
NB478R,Personenauto,HYUNDAI,I10,1960,998,908,1310,13590,Ja
94GKH9,Personenauto,OPEL,AGILA,2159,1242,965,1485,14318,Ja
4ZHG61,Personenauto,SEAT,LEON,1093,1598,1160,1730,26385,Ja
NH628Z,Personenauto,ALFA ROMEO,GIULIA,7441,1995,1404,2005,45561,Ja
26PJT7,Personenauto,HONDA,INSIGHT,,1339,1176,1650,23500,Ja
JG069P,Personenauto,FORD,C-MAX,3049,999,1291,1900,25833,Ja
1KNR57,Personenauto,FORD,C-MAX,2750,998,1291,1900,27349,Ja
32LLD4,Personenauto,FORD,FIESTA,1676,1299,1012,1540,,Ja
GG507R,Personenauto,VOLKSWAGEN,TIGUAN,7601,1390,1451,2120,44416,Ja
5TDF37,Personenauto,HYUNDAI,I20,1750,1248,945,1515,15535,Ja
49TDZX,Personenauto,MITSUBISHI,MITSUBISHI COLT,2655,1332,930,1435,,Ja
31XPF6,Personenauto,CITROEN,C3,,1560,1060,1625,18895,Ja
96RSBT,Personenauto,KNAUS,R04,11789,2800,3783,4500,,Ja
03HBJ1,Personenauto,SEAT,IBIZA,4241,1598,1015,1541,19105,Ja
39XNDG,Personenauto,FORD,MONDEO,6803,1999,1396,2200,,Ja
47YA34,Personenauto,SAAB,99 LCA2,,,1105,1560,,Ja
52JZZL,Personenauto,JAGUAR,X-TYPE 3.0 V6 EXECUTIVE,13888,2967,1510,2160,,Ja
RN874Z,Personenauto,FORD,C-MAX,4396,999,1291,1900,28335,Ja
85PJFL,Personenauto,MITSUBISHI,SPACE STAR,3964,1584,1150,1690,,Ja
17RPTG,Personenauto,TOYOTA,TOYOTA YARIS VERSO,4035,1299,980,1530,18715,Ja
7XGH48,Personenauto,DAIHATSU,CUORE,139,989,695,1200,,Ja
46TRT7,Personenauto,NISSAN,NISSAN PIXO,,996,830,1250,10072,Ja
12PJFN,Personenauto,MITSUBISHI,SPACE STAR,3964,1584,1150,1690,,Ja
39XHL2,Personenauto,KIA,PICANTO,1925,1248,876,1370,12321,Ja
80RDTJ,Personenauto,PEUGEOT,407,8488,1997,1445,2105,34889,Ja
34HXR7,Personenauto,HONDA,CIVIC 4DR HYBRID,,1339,1268,1720,24550,Ja
RH526D,Personenauto,SUZUKI,CELERIO,1033,998,790,1260,11858,Ja
DH81JN,Personenauto,VOLVO,642910,,,818,,,Ja
68LVPJ,Personenauto,MERCEDES-BENZ,A 160,6531,1598,1045,1500,,Ja
00JE47,Personenauto,CITROEN,11 B,,,1110,,,Nee
G131SP,Personenauto,KIA,SOUL,3462,1591,1145,1680,,Ja
3TPN92,Personenauto,AUDI,A4 LIMOUSINE,3780,1798,1405,1980,34551,Ja
7SGB47,Personenauto,TOYOTA,TOYOTA AURIS,,1798,1355,1805,26649,Ja
86ZPKJ,Personenauto,SAAB,SAAB 9-3,13458,1998,1550,2020,54250,Ja
56HXD6,Personenauto,TOYOTA,TOYOTA RAV4,6424,1998,1440,2070,26989,Ja
2SLJ23,Personenauto,RENAULT,MEGANE,1010,1461,1283,1864,31070,Ja
27TBHN,Personenauto,NISSAN,NISSAN NOTE,4328,1598,1082,1560,,Ja
48NRS1,Personenauto,CITROEN,CITROEN C1,594,998,765,1180,,Ja
XN336R,Personenauto,MAZDA,MAZDA 2,3202,1498,935,1485,,Ja
40DXXN,Personenauto,MERCEDES-BENZ,A 140,3887,1397,995,1480,,Ja
18DZVF,Personenauto,TOYOTA,TOYOTA YARIS,1849,998,805,1335,,Ja
XK675G,Personenauto,FIAT,FIAT 500,1522,875,905,1370,18485,Ja
67RKX7,Personenauto,MITSUBISHI,MITSUBISHI ASX,3895,1590,1245,1870,23898,Ja
J323BL,Personenauto,SKODA,KODIAQ,7019,1498,1492,2330,39140,Ja
24TSK7,Personenauto,AUDI,AUDI A1,1955,1197,1015,1490,19686,Ja
HZ78YP,Personenauto,CITROEN,2CV6,,,560,,,Ja
97GDDD,Personenauto,LAND ROVER,RANGE ROVER,20528,4554,2000,2780,,Ja
63DFGB,Personenauto,OPEL,ASTRA-G-CC,3215,1598,1035,1605,,Ja
1ZNT40,Personenauto,LEXUS,LEXUS IS250,11498,2500,1505,2045,47634,Ja
LVDL14,Personenauto,SUZUKI,VITARA CABRIO JLX 16V,3929,1590,1080,1500,,Ja
91RBH2,Personenauto,SUZUKI,SWIFT,1211,1242,935,1480,14799,Ja
43JXS4,Personenauto,TOYOTA,TOYOTA AYGO,486,998,805,1190,,Ja
PR954N,Personenauto,VOLKSWAGEN,POLO,2225,1198,989,1570,,Ja
08TSJ8,Personenauto,OPEL,MERIVA,4460,1364,1293,1935,25107,Ja
66NVTV,Personenauto,PEUGEOT,206,3182,1360,938,1515,,Ja
14XFDS,Personenauto,TOYOTA,TOYOTA AYGO,826,998,780,1190,9690,Ja
